execution_id,workflow_name,status,created_at,started_at,ended_at,duration_seconds,username,cpu_usage_percent,memory_usage_mb,steps_total,steps_completed,api_calls_made,input_data_size_kb,queue_depth_at_start,queue_wait_time_seconds,retry_count,error_type,complexity,hour_of_day,day_of_week,concurrent_executions,event_volume_hourly,is_automated
d0c337b0-fcea-4e4f-a74c-0053a9a8e91c,ML_Model_Inference,failed,2024-10-31T14:07:57.000Z,2024-10-31T14:07:57.000Z,2024-10-31T14:08:45.000Z,48,system.automated,70,436,12,6,19,1,0,0,0,dependency_failure,high,10,Thursday,8,5,TRUE
f278998f-b5a4-460a-a85e-9c3a47140534,ML_Model_Inference,completed,2024-10-31T14:24:10.000Z,2024-10-31T14:24:10.000Z,2024-10-31T14:25:56.000Z,106,system.automated,74,408,12,12,31,87,0,0,0,,high,10,Thursday,8,5,TRUE
7cd1e917-ce0a-4ffa-aa45-8e9ffa8d07f2,ML_Model_Inference,completed,2024-10-31T14:42:33.000Z,2024-10-31T14:42:33.000Z,2024-10-31T14:43:51.000Z,78,system.automated,67,428,12,12,21,14,0,0,0,,high,10,Thursday,8,5,TRUE
0eb02025-bcd4-461f-8750-7ce7a6d7f18f,Data_Sync_Workflow,completed,2024-10-31T14:53:43.000Z,2024-10-31T14:53:43.000Z,2024-10-31T14:54:25.000Z,42,system.automated,36,246,7,7,18,129,0,0,0,,medium,10,Thursday,8,5,TRUE
698ac170-d4c2-4868-945e-f0ebff09755f,Notification_Handler,completed,2024-10-31T15:01:08.000Z,2024-10-31T15:01:16.000Z,2024-10-31T15:01:36.000Z,20,admin.ops,18,135,4,4,10,502,2,8,0,,low,11,Thursday,10,5,FALSE
ae4f6fea-1cf2-40d8-9aa6-cf5bd4dbb9f1,Data_Enrichment_Flow,completed,2024-10-31T15:11:55.000Z,2024-10-31T15:12:01.000Z,2024-10-31T15:13:50.000Z,109,system.automated,65,483,12,12,29,17,2,6,0,,high,11,Thursday,10,5,TRUE
49c758ad-93a6-4b14-b9ce-a27908da9d7f,Data_Enrichment_Flow,completed,2024-10-31T15:12:24.000Z,2024-10-31T15:12:29.000Z,2024-10-31T15:14:55.000Z,146,system.automated,61,625,12,12,14,42,2,5,0,,high,11,Thursday,10,5,TRUE
9f3a1b0c-9353-4a5f-b15d-0a686e10a1d2,Analytics_Aggregation,completed,2024-10-31T15:15:49.000Z,2024-10-31T15:16:08.000Z,2024-10-31T15:19:37.000Z,209,system.automated,82,957,12,12,32,6959,2,30,0,,high,11,Thursday,10,5,TRUE
92d1b4a6-caba-4915-9d4c-7ed6970c1be0,API_Orchestration,completed,2024-10-31T15:39:12.000Z,2024-10-31T15:39:17.000Z,2024-10-31T15:40:20.000Z,63,mike.johnson,47,257,7,7,19,4,2,5,1,,medium,11,Thursday,10,5,FALSE
5a16d4c6-addc-419f-9099-82b91a9cce99,Event_Trigger_Handler,completed,2024-10-31T15:43:52.000Z,2024-10-31T15:43:57.000Z,2024-10-31T15:44:21.000Z,24,system.automated,20,149,4,4,7,19,2,5,0,,low,11,Thursday,10,5,TRUE
252e8841-da87-483c-b842-f4dd49baedd2,Batch_Processing_Job,completed,2024-10-31T16:01:45.000Z,2024-10-31T16:01:48.000Z,2024-10-31T16:04:39.000Z,171,system.automated,76,458,12,12,31,146,1,3,0,,high,12,Thursday,10,3,TRUE
af2e7b4d-a296-4f16-ab01-fb43d0ddd530,Document_Generator,completed,2024-10-31T16:22:23.000Z,2024-10-31T16:22:27.000Z,2024-10-31T16:22:55.000Z,28,emma.davis,22,185,4,4,5,15,1,4,1,,low,12,Thursday,10,3,FALSE
60e0f001-ccd9-4b8d-9a0e-97fcbda009ed,Validation_Pipeline,completed,2024-10-31T16:56:10.000Z,2024-10-31T16:56:14.000Z,2024-10-31T16:56:55.000Z,41,system.automated,27,279,7,7,19,2074,1,4,0,,medium,12,Thursday,10,3,TRUE
b383020f-5757-41af-a443-ada3fd5337e2,API_Orchestration,completed,2024-10-31T17:08:53.000Z,2024-10-31T17:08:53.000Z,2024-10-31T17:09:59.000Z,66,sarah.chen,45,270,7,7,9,16,0,0,0,,medium,13,Thursday,8,6,FALSE
5606e72f-f20f-4c8d-adf7-6d5ae8f77c07,Document_Generator,completed,2024-10-31T17:16:49.000Z,2024-10-31T17:16:49.000Z,2024-10-31T17:17:21.000Z,32,emma.davis,23,226,4,4,12,53,0,0,0,,low,13,Thursday,8,6,FALSE
da5f05f7-1452-441d-b192-ced91ee9c2ee,Validation_Pipeline,completed,2024-10-31T17:19:37.000Z,2024-10-31T17:19:37.000Z,2024-10-31T17:20:14.000Z,37,system.automated,31,245,7,7,16,27,0,0,0,,medium,13,Thursday,8,6,TRUE
e866bb3f-8bb6-4559-b598-1df0b37a9f09,Document_Generator,completed,2024-10-31T17:20:39.000Z,2024-10-31T17:20:39.000Z,2024-10-31T17:21:08.000Z,29,alex.rodriguez,25,188,4,4,9,613,0,0,0,,low,13,Thursday,8,6,FALSE
f9629c4e-bc1a-4f7d-97e5-8140ea7cd204,Batch_Processing_Job,completed,2024-10-31T17:35:10.000Z,2024-10-31T17:35:10.000Z,2024-10-31T17:37:55.000Z,165,system.automated,71,452,12,12,22,8,0,0,0,,high,13,Thursday,8,6,TRUE
c7434f15-6f31-4236-adc5-69265f453515,Scheduled_Task_A,completed,2024-10-31T17:58:59.000Z,2024-10-31T17:58:59.000Z,2024-10-31T17:59:48.000Z,49,sarah.chen,30,286,7,7,17,85,0,0,0,,medium,13,Thursday,8,6,FALSE
7e40e2a7-abf4-4ce7-9983-807145bb2cb7,ML_Model_Inference,error,2024-10-31T18:05:46.000Z,2024-10-31T18:05:50.000Z,2024-10-31T18:06:57.000Z,67,system.automated,74,435,12,6,0,1289,1,4,0,resource_exhaustion,high,14,Thursday,9,6,TRUE
58b66d3d-034b-4d14-8c29-bb846cfbb1fb,Data_Enrichment_Flow,completed,2024-10-31T18:25:55.000Z,2024-10-31T18:25:59.000Z,2024-10-31T18:27:48.000Z,109,system.automated,60,561,12,12,18,1070,1,4,0,,high,14,Thursday,9,6,TRUE
e173cf5c-dc79-4d59-bb59-222e807da377,Document_Generator,completed,2024-10-31T18:38:36.000Z,2024-10-31T18:38:40.000Z,2024-10-31T18:39:20.000Z,40,system.automated,24,225,4,4,11,3,1,4,0,,low,14,Thursday,9,6,TRUE
314ef05c-7edf-4f9f-87e8-d1c214d46408,Data_Enrichment_Flow,completed,2024-10-31T18:50:20.000Z,2024-10-31T18:50:22.000Z,2024-10-31T18:52:11.000Z,109,system.automated,70,590,12,12,16,2241,1,2,0,,high,14,Thursday,9,6,TRUE
1080d6f7-7322-448e-8d25-8331a8ecb612,Scheduled_Task_A,completed,2024-10-31T18:52:09.000Z,2024-10-31T18:52:13.000Z,2024-10-31T18:52:46.000Z,33,system.automated,36,279,7,7,11,16,1,4,0,,medium,14,Thursday,9,6,TRUE
8ef5cf22-a565-45f6-a369-aaa9928a9d35,Data_Sync_Workflow,failed,2024-10-31T18:59:52.000Z,2024-10-31T18:59:55.000Z,2024-10-31T19:01:13.000Z,78,system.automated,38,280,7,6,4,27,1,3,0,api_rate_limit,medium,14,Thursday,9,6,TRUE
debdfdac-1bae-47fa-a4cc-ec23fdbc5d90,Database_Migration,completed,2024-10-31T19:04:52.000Z,2024-10-31T19:04:56.000Z,2024-10-31T19:06:58.000Z,122,system.automated,85,853,12,12,20,430,1,4,0,,high,15,Thursday,9,6,TRUE
0363edd1-8330-4dba-9fd6-6038ae91d2d8,ML_Model_Inference,completed,2024-10-31T19:05:06.000Z,2024-10-31T19:05:10.000Z,2024-10-31T19:06:36.000Z,86,system.automated,72,362,12,12,21,13,1,4,0,,high,15,Thursday,9,6,TRUE
0957fc90-db5e-4535-92aa-822c5d4a0763,Batch_Processing_Job,completed,2024-10-31T19:16:21.000Z,2024-10-31T19:16:25.000Z,2024-10-31T19:19:17.000Z,172,system.automated,76,441,12,12,31,630,1,4,0,,high,15,Thursday,9,6,TRUE
836a4133-c97e-446e-983f-22dc4addca6a,ML_Model_Inference,completed,2024-10-31T19:21:46.000Z,2024-10-31T19:21:48.000Z,2024-10-31T19:22:53.000Z,65,system.automated,75,379,12,12,29,2714,1,2,0,,high,15,Thursday,9,6,TRUE
5f823a85-5f90-4e71-b50d-b3ae095f2869,API_Orchestration,completed,2024-10-31T19:33:34.000Z,2024-10-31T19:33:36.000Z,2024-10-31T19:34:08.000Z,32,system.automated,45,287,7,7,14,37,1,2,0,,medium,15,Thursday,9,6,TRUE
f47c2287-6a98-47e1-bd50-dd94f9a06597,Scheduled_Task_A,error,2024-10-31T19:47:42.000Z,2024-10-31T19:47:45.000Z,2024-10-31T19:48:38.000Z,53,system.automated,35,216,7,1,3,679,1,3,0,api_rate_limit,medium,15,Thursday,9,6,TRUE
5687fb50-d406-4b6b-a74e-b878c357891e,Event_Trigger_Handler,completed,2024-10-31T20:27:36.000Z,2024-10-31T20:27:44.000Z,2024-10-31T20:28:08.000Z,24,system.automated,21,111,4,4,10,101,4,8,0,,low,16,Thursday,7,5,TRUE
2cae8918-4130-46f6-a3b8-672efb1ba806,Document_Generator,completed,2024-10-31T20:28:49.000Z,2024-10-31T20:28:59.000Z,2024-10-31T20:29:31.000Z,32,emma.davis,23,199,4,4,6,30,4,10,0,,low,16,Thursday,7,5,FALSE
2cf4f71b-ef5c-4646-9048-ec155cc61a46,Document_Generator,completed,2024-10-31T20:54:08.000Z,2024-10-31T20:54:17.000Z,2024-10-31T20:54:51.000Z,34,system.automated,22,202,4,4,5,8,4,9,0,,low,16,Thursday,7,5,TRUE
fc568898-1e36-4dee-8101-2347cb93ccff,Event_Trigger_Handler,completed,2024-10-31T20:56:32.000Z,2024-10-31T20:56:41.000Z,2024-10-31T20:57:06.000Z,25,david.kim,21,125,4,4,9,1904,4,9,0,,low,16,Thursday,7,5,FALSE
4601b66a-399e-410c-945b-cf901752b38c,Validation_Pipeline,completed,2024-10-31T20:57:07.000Z,2024-10-31T20:57:22.000Z,2024-10-31T20:57:49.000Z,27,system.automated,26,274,7,7,8,6238,4,15,0,,medium,16,Thursday,7,5,TRUE
7f0cb26e-8cf8-445a-9545-7cb2afb35b06,Data_Enrichment_Flow,completed,2024-10-31T21:00:32.000Z,2024-10-31T21:00:37.000Z,2024-10-31T21:02:14.000Z,97,system.automated,54,526,12,12,25,63,4,8,0,,high,17,Thursday,7,5,TRUE
93cc1cc4-2037-4f30-bd47-6ae58a25218c,Event_Trigger_Handler,completed,2024-10-31T21:10:19.000Z,2024-10-31T21:10:29.000Z,2024-10-31T21:10:57.000Z,28,system.automated,22,129,4,4,4,26,3,10,0,,low,17,Thursday,9,5,TRUE
1737ab2b-29fe-42e8-9d48-4a28082e3799,Database_Migration,completed,2024-10-31T21:12:42.000Z,2024-10-31T21:12:53.000Z,2024-10-31T21:15:52.000Z,179,system.automated,83,762,12,12,36,160,3,11,0,,high,17,Thursday,9,5,TRUE
f882dfee-f91d-4bc0-960b-6272d4199bbb,Data_Sync_Workflow,completed,2024-10-31T21:23:54.000Z,2024-10-31T21:24:02.000Z,2024-10-31T21:25:06.000Z,64,system.automated,34,271,7,7,10,778,3,8,0,,medium,17,Thursday,9,5,TRUE
335ec132-5aaa-48d5-8fe4-9a111fda74ae,Notification_Handler,timeout,2024-10-31T21:44:58.000Z,2024-10-31T21:45:05.000Z,2024-10-31T21:45:23.000Z,18,system.automated,20,135,4,2,8,91,3,7,0,dependency_failure,low,17,Thursday,9,5,TRUE
e2df8801-2943-4072-8144-91d6f0d627aa,Event_Trigger_Handler,completed,2024-10-31T21:58:59.000Z,2024-10-31T21:59:07.000Z,2024-10-31T21:59:32.000Z,25,david.kim,21,123,4,4,12,72,3,8,0,,low,17,Thursday,9,5,FALSE
2b1f1258-5951-42eb-bbcf-280b81a298be,Analytics_Aggregation,completed,2024-10-31T22:19:18.000Z,2024-10-31T22:19:26.000Z,2024-10-31T22:22:39.000Z,193,system.automated,88,1093,12,12,23,116,4,8,0,,high,18,Thursday,7,3,TRUE
386100b5-47ea-4b28-894a-76153c8418d7,ML_Model_Inference,completed,2024-10-31T22:21:55.000Z,2024-10-31T22:22:07.000Z,2024-10-31T22:23:31.000Z,84,system.automated,70,395,12,12,19,15,4,12,0,,high,18,Thursday,7,3,TRUE
a596c55a-5e3d-4906-a65a-d2fb206e27ae,API_Orchestration,completed,2024-10-31T22:35:55.000Z,2024-10-31T22:36:08.000Z,2024-10-31T22:36:48.000Z,40,admin.ops,36,305,7,7,15,248,4,13,0,,medium,18,Thursday,7,3,FALSE
ed457f5c-3425-491d-8f02-36245375b4b2,Notification_Handler,completed,2024-10-31T23:01:43.000Z,2024-10-31T23:01:53.000Z,2024-10-31T23:02:08.000Z,15,admin.ops,17,146,4,4,11,30,5,10,2,,low,19,Thursday,8,3,FALSE
2655c891-f491-4cb6-9f41-b1b64d64e285,Data_Sync_Workflow,completed,2024-10-31T23:32:55.000Z,2024-10-31T23:33:09.000Z,2024-10-31T23:34:13.000Z,64,admin.ops,31,253,7,7,15,50,5,14,0,,medium,19,Thursday,8,3,FALSE
524f90ee-b96c-4789-9c94-632feddfb6e5,Data_Enrichment_Flow,completed,2024-10-31T23:33:27.000Z,2024-10-31T23:33:45.000Z,2024-10-31T23:36:30.000Z,165,system.automated,58,492,12,12,36,1764,5,18,0,,high,19,Thursday,8,3,TRUE
ab2c5f2a-90f6-4fcd-8746-73c3fd0ff7ba,Analytics_Aggregation,completed,2024-10-31T23:37:40.000Z,2024-10-31T23:37:51.000Z,2024-10-31T23:40:38.000Z,167,system.automated,80,1013,12,12,16,760,5,6,0,,high,19,Thursday,8,3,TRUE
c20a6ac1-8aa0-498a-a0ca-ac9d24e4368c,Notification_Handler,completed,2024-11-01T00:51:29.000Z,2024-11-01T00:51:43.000Z,2024-11-01T00:52:00.000Z,17,system.automated,18,125,4,4,7,360,6,14,0,,low,20,Thursday,6,1,TRUE
daf80937-136e-4157-a93d-a89eddb9f925,Validation_Pipeline,completed,2024-11-01T01:09:34.000Z,2024-11-01T01:09:51.000Z,2024-11-01T01:10:42.000Z,51,system.automated,30,296,7,7,14,2,6,17,0,,medium,21,Thursday,6,1,FALSE
65c79956-752d-4051-a6ac-beca50a4f330,Scheduled_Task_A,completed,2024-11-01T02:03:23.000Z,2024-11-01T02:03:36.000Z,2024-11-01T02:04:05.000Z,29,system.automated,31,255,7,7,16,53,7,13,0,,medium,22,Thursday,6,1,FALSE
fde75a51-0289-430b-b0cd-e332782f341a,Analytics_Aggregation,error,2024-11-01T03:36:00.000Z,2024-11-01T03:36:12.000Z,2024-11-01T03:38:28.000Z,136,system.automated,75,927,12,3,19,67,4,12,0,dependency_failure,high,23,Thursday,4,1,TRUE
2c1edb9f-288d-43e3-98a7-e9c6786a159d,Notification_Handler,completed,2024-11-01T10:35:02.000Z,2024-11-01T10:35:11.000Z,2024-11-01T10:35:32.000Z,21,system.automated,19,138,4,4,6,42,4,9,0,,low,6,Friday,8,1,TRUE
415b0de6-52c3-4f6e-bdcd-64b8ecbf74e2,Scheduled_Task_A,completed,2024-11-01T11:49:09.000Z,2024-11-01T11:49:13.000Z,2024-11-01T11:49:48.000Z,35,system.automated,35,224,7,7,11,1414,1,4,2,,medium,7,Friday,9,1,TRUE
83d5cb6b-c066-4c40-bb00-3e73080cc1a9,Data_Sync_Workflow,completed,2024-11-01T12:00:52.000Z,2024-11-01T12:00:52.000Z,2024-11-01T12:01:41.000Z,49,system.automated,38,224,7,7,12,86,0,0,0,,medium,8,Friday,8,3,TRUE
c7be56fa-b7e0-4d6c-aa6a-040fdde892ca,Data_Sync_Workflow,completed,2024-11-01T12:10:54.000Z,2024-11-01T12:10:54.000Z,2024-11-01T12:11:47.000Z,53,system.automated,33,293,7,7,14,22,0,0,0,,medium,8,Friday,8,3,TRUE
596660f7-663f-4100-851f-8701bf624d46,Validation_Pipeline,completed,2024-11-01T12:32:44.000Z,2024-11-01T12:32:44.000Z,2024-11-01T12:33:27.000Z,43,system.automated,31,254,7,7,17,318,0,0,0,,medium,8,Friday,8,3,TRUE
8ea12609-cc82-4a81-afdb-2ebab8caa027,Document_Generator,completed,2024-11-01T13:00:07.000Z,2024-11-01T13:00:07.000Z,2024-11-01T13:00:40.000Z,33,sarah.chen,24,208,4,4,7,9,0,0,0,,low,9,Friday,7,3,FALSE
7612d17b-0c63-4952-bf32-aecd77f7b64e,Document_Generator,completed,2024-11-01T13:20:07.000Z,2024-11-01T13:20:07.000Z,2024-11-01T13:20:33.000Z,26,system.automated,23,186,4,4,8,244,0,0,2,,low,9,Friday,7,3,TRUE
9abd7e12-7f2d-4bf7-9dac-6fdeb8d54947,API_Orchestration,completed,2024-11-01T13:20:53.000Z,2024-11-01T13:20:53.000Z,2024-11-01T13:21:28.000Z,35,system.automated,41,308,7,7,14,206,0,0,0,,medium,9,Friday,7,3,TRUE
4622b379-986b-4c80-b7eb-9c2507121487,Database_Migration,completed,2024-11-01T14:49:02.000Z,2024-11-01T14:49:06.000Z,2024-11-01T14:53:23.000Z,257,system.automated,75,766,12,12,36,74,1,4,0,,high,10,Friday,8,2,TRUE
32c49d75-04ba-4f44-9520-5d3aafc0d172,Data_Enrichment_Flow,completed,2024-11-01T14:49:46.000Z,2024-11-01T14:49:49.000Z,2024-11-01T14:51:24.000Z,95,system.automated,59,513,12,12,20,173,1,3,0,,high,10,Friday,8,2,TRUE
7963e9c4-ab1f-45cf-ab07-59b1065de969,Data_Sync_Workflow,completed,2024-11-01T15:30:00.000Z,2024-11-01T15:30:00.000Z,2024-11-01T15:30:45.000Z,45,system.automated,32,229,7,7,21,23,0,0,0,,medium,11,Friday,6,2,TRUE
141102d6-4bbd-4475-911d-e9b63d06b18a,Analytics_Aggregation,completed,2024-11-01T15:51:49.000Z,2024-11-01T15:51:49.000Z,2024-11-01T15:54:52.000Z,183,system.automated,78,880,12,12,14,13,0,0,0,,high,11,Friday,6,2,TRUE
bc72b3b2-ab93-4a64-a05f-eb25dee3ae2d,ML_Model_Inference,completed,2024-11-01T16:11:23.000Z,2024-11-01T16:11:26.000Z,2024-11-01T16:13:20.000Z,114,system.automated,68,356,12,12,33,102,1,3,0,,high,12,Friday,5,1,TRUE
c328ef79-40b7-4aae-ae19-b6bb49229761,Validation_Pipeline,completed,2024-11-01T17:52:24.000Z,2024-11-01T17:52:30.000Z,2024-11-01T17:52:51.000Z,21,system.automated,25,255,7,7,14,74,3,6,0,,medium,13,Friday,3,2,TRUE
0e1eadb2-ded7-4d11-844c-f4869c2ad8d3,Analytics_Aggregation,completed,2024-11-01T17:56:23.000Z,2024-11-01T17:56:28.000Z,2024-11-01T18:00:19.000Z,231,system.automated,74,1028,12,12,19,138,3,5,0,,high,13,Friday,3,2,TRUE
ddb6e5bf-b364-4696-af85-e1ee6c606b52,Validation_Pipeline,timeout,2024-11-01T18:19:58.000Z,2024-11-01T18:20:12.000Z,2024-11-01T18:20:35.000Z,23,admin.ops,25,275,7,3,8,92,6,14,0,dependency_failure,medium,14,Friday,2,2,FALSE
9d443f9a-e0a9-4fa5-80ae-3eda8eae9c73,Database_Migration,failed,2024-11-01T18:32:38.000Z,2024-11-01T18:32:52.000Z,2024-11-01T18:34:51.000Z,119,system.automated,65,781,12,3,18,242,6,14,0,data_validation,high,14,Friday,2,2,TRUE
eecb98f4-425a-4a3e-b486-0f6d861bd3f1,Database_Migration,completed,2024-11-01T19:12:11.000Z,2024-11-01T19:12:30.000Z,2024-11-01T19:15:11.000Z,161,system.automated,68,783,12,12,27,254,8,19,0,,high,15,Friday,1,2,TRUE
e2170e8b-b5cf-4781-b670-d853b9072918,Validation_Pipeline,completed,2024-11-01T19:49:42.000Z,2024-11-01T19:49:59.000Z,2024-11-01T19:50:33.000Z,34,system.automated,25,231,7,7,7,347,8,17,0,,medium,15,Friday,1,2,TRUE
931e6274-1b44-40e3-9628-5b91260f5a9e,Data_Enrichment_Flow,completed,2024-11-01T19:53:22.000Z,2024-11-01T19:53:30.000Z,2024-11-01T19:54:39.000Z,69,system.automated,53,532,12,12,23,286,8,15,0,,high,15,Friday,1,2,TRUE
a6ed57ab-d7f9-4c60-a895-bb76da056f91,Validation_Pipeline,completed,2024-11-01T20:51:28.000Z,2024-11-01T20:51:45.000Z,2024-11-01T20:52:21.000Z,36,system.automated,26,230,7,7,9,118,11,17,0,,medium,16,Friday,2,2,TRUE
370423b1-1f90-4506-9fb6-b4ea9340d002,Analytics_Aggregation,completed,2024-11-01T20:58:29.000Z,2024-11-01T20:58:56.000Z,2024-11-01T21:02:52.000Z,236,system.automated,73,1144,12,12,25,41,11,27,0,,high,16,Friday,2,2,TRUE
5c245d80-1635-474f-8b68-d0525f1acf73,Database_Migration,completed,2024-11-01T21:08:36.000Z,2024-11-01T21:09:05.000Z,2024-11-01T21:11:30.000Z,145,system.automated,67,678,12,12,29,441,14,29,0,,high,17,Friday,4,2,TRUE
1a8e3441-d9ba-4381-ae84-48815cb77850,Data_Sync_Workflow,completed,2024-11-01T21:50:53.000Z,2024-11-01T21:51:37.000Z,2024-11-01T21:52:41.000Z,64,system.automated,30,247,7,7,20,484,14,44,0,,medium,17,Friday,4,2,TRUE
c9706164-3782-4897-8f66-f900469ed1fc,Analytics_Aggregation,failed,2024-11-01T22:50:17.000Z,2024-11-01T22:50:44.000Z,2024-11-01T22:55:01.000Z,257,system.automated,88,1090,12,8,13,430,13,27,0,api_rate_limit,high,18,Friday,3,1,TRUE
31403777-e040-4114-9405-4c67d94b63b3,Data_Enrichment_Flow,completed,2024-11-01T23:14:53.000Z,2024-11-01T23:15:25.000Z,2024-11-01T23:17:16.000Z,111,system.automated,57,530,12,12,22,490,14,32,0,,high,19,Friday,3,1,TRUE
3fe933e3-a95c-401f-bd9f-f23fff288136,API_Orchestration,completed,2024-11-02T12:31:32.000Z,2024-11-02T12:32:22.000Z,2024-11-02T12:32:48.000Z,26,system.automated,34,266,7,7,21,41,20,50,1,,medium,8,Saturday,2,1,TRUE
b4534def-44ce-4b24-a8c8-3cbcba8fbf16,Document_Generator,completed,2024-11-02T13:36:39.000Z,2024-11-02T13:37:35.000Z,2024-11-02T13:38:02.000Z,27,system.automated,21,190,4,4,4,378,18,56,0,,low,9,Saturday,3,1,FALSE
084708ce-5791-4d73-a019-92bad498bda5,Batch_Processing_Job,completed,2024-11-02T14:13:26.000Z,2024-11-02T14:13:52.000Z,2024-11-02T14:16:55.000Z,183,system.automated,64,526,12,12,28,310,15,26,2,,high,10,Saturday,1,1,TRUE
